Timestamp,Logger_ID,Well_Name,Probe_Name,Plot,Year,Temp,Specific_Conductivity,Salinity,Depth,Pressure_mbar,Pressurehead.m,Resistivity,Instrument,DO_sat,DO_mgl,pH,ORP,eH,Density,WLfromsurface.m,Head.m,f_spc,f_sal,f_wl,f_do.sat,f_do.mgl,f_ph,f_eh,Flag
2022-01-01T00:00:00Z,PNNL_32,GW9,TEMPEST_S_600_GW5,Seawater,2022,14.35,385.16,0.19,1074.5,1047.389068,NA,3259.4,TROLL600,0,0,6.24,-299.4,-91.68499999999999,0.999,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T00:15:00Z,PNNL_32,GW9,TEMPEST_S_600_GW5,Seawater,2022,14.35,385.12,0.19,1074.2,1047.044328,NA,3259.9,TROLL600,0,0,6.24,-301.1,-93.38500000000003,0.999,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T00:30:00Z,PNNL_32,GW9,TEMPEST_S_600_GW5,Seawater,2022,14.35,385.14,0.19,1074.2,1047.044328,NA,3259.6,TROLL600,0,0,6.24,-300.4,-92.68499999999999,0.999,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T00:45:00Z,PNNL_32,GW9,TEMPEST_S_600_GW5,Seawater,2022,14.35,385.16,0.19,1074.1,1046.9753799999999,NA,3259.5,TROLL600,0,0,6.24,-300.1,-92.38500000000003,0.999,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T01:00:00Z,PNNL_32,GW9,TEMPEST_S_600_GW5,Seawater,2022,14.35,385.18,0.19,1074,1046.837484,NA,3259.4,TROLL600,0,0,6.24,-300,-92.28500000000001,0.999,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T01:15:00Z,PNNL_32,GW9,TEMPEST_S_600_GW5,Seawater,2022,14.35,385.36,0.19,1074.2,1047.1132759999998,NA,3258,TROLL600,0,0,6.24,-299.9,-92.18499999999999,0.999,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T01:30:00Z,PNNL_32,GW9,TEMPEST_S_600_GW5,Seawater,2022,14.35,385.29,0.19,1074.3,1047.182224,NA,3258.4,TROLL600,0,0,6.24,-299.2,-91.485,0.999,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T01:45:00Z,PNNL_32,GW9,TEMPEST_S_600_GW5,Seawater,2022,14.35,385.31,0.19,1074.4,1047.251172,NA,3258.4,TROLL600,0,0,6.24,-299.1,-91.38500000000003,0.999,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T02:00:00Z,PNNL_32,GW9,TEMPEST_S_600_GW5,Seawater,2022,14.35,385.33,0.19,1074.3,1047.1132759999998,NA,3258.1,TROLL600,0,0,6.24,-299,-91.28500000000001,0.999,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T02:15:00Z,PNNL_32,GW9,TEMPEST_S_600_GW5,Seawater,2022,14.35,385.17,0.19,1073.9,1046.7685359999998,NA,3259.6,TROLL600,0,0,6.24,-300.8,-93.08500000000002,0.999,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T02:30:00Z,PNNL_32,GW9,TEMPEST_S_600_GW5,Seawater,2022,14.35,385.1,0.19,1074.1,1046.9753799999999,NA,3260.2,TROLL600,0,0,6.24,-300.1,-92.38500000000003,0.999,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T02:45:00Z,PNNL_32,GW9,TEMPEST_S_600_GW5,Seawater,2022,14.35,385.14,0.19,1073.9,1046.7685359999998,NA,3259.8,TROLL600,0,0,6.24,-300.1,-92.38500000000003,0.999,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T03:00:00Z,PNNL_32,GW9,TEMPEST_S_600_GW5,Seawater,2022,14.35,385.19,0.19,1074.2,1047.1132759999998,NA,3259.4,TROLL600,0,0,6.24,-299.9,-92.18499999999999,0.999,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
