Timestamp,Logger_ID,Well_Name,Probe_Name,Plot,Year,Temp,Specific_Conductivity,Salinity,Depth,Pressure_mbar,Pressurehead.m,Resistivity,Instrument,DO_sat,DO_mgl,pH,ORP,eH,Density,WLfromsurface.m,Head.m,f_spc,f_sal,f_wl,f_do.sat,f_do.mgl,f_ph,f_eh,Flag
2022-01-01T00:00:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.99,0.06,1061.3,1021.2577759999998,NA,0.999,TROLL600,0,0,4.72,9.9,217.56,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T00:15:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.87,0.06,1061.1,1021.0509319999999,NA,0.999,TROLL600,0,0,4.72,10.5,218.15999999999997,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T00:30:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.79,0.06,1061.1,1020.9819839999999,NA,0.999,TROLL600,0,0,4.72,11.6,219.26,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T00:45:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.22,0.06,1060.9,1020.7751399999999,NA,0.999,TROLL600,0,0,4.72,9.5,217.15999999999997,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T01:00:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.05,0.06,1060.6,1020.5682959999999,NA,0.999,TROLL600,0,0,4.72,9.9,217.56,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T01:15:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.96,0.06,1061.1,1021.0509319999999,NA,0.999,TROLL600,0,0,4.72,10.6,218.26,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T01:30:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.87,0.06,1061,1020.9130359999999,NA,0.999,TROLL600,0,0,4.72,11.1,218.76,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T01:45:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.3,0.06,1061,1020.9130359999999,NA,0.999,TROLL600,0,0,4.72,9.2,216.85999999999996,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T02:00:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.15,0.06,1061,1020.9130359999999,NA,0.999,TROLL600,0,0,4.72,9.5,217.15999999999997,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T02:15:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.99,0.06,1060.5,1020.4993479999999,NA,0.999,TROLL600,0,0,4.72,10,217.65999999999997,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T02:30:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.92,0.06,1060.7,1020.637244,NA,0.999,TROLL600,0,0,4.72,11.2,218.85999999999996,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T02:45:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.18,0.06,1060.6,1020.5682959999999,NA,0.999,TROLL600,0,0,4.72,10.3,217.95999999999998,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T03:00:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.03,0.06,1060.8,1020.7061919999999,NA,0.999,TROLL600,0,0,4.72,10.2,217.85999999999996,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T03:15:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.96,0.06,1060.7,1020.5682959999999,NA,0.999,TROLL600,0,0,4.72,10.7,218.35999999999996,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T03:30:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.9,0.06,1060.4,1020.3614519999999,NA,0.999,TROLL600,0,0,4.72,11.2,218.85999999999996,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T03:45:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.67,0.06,1060.2,1020.1546079999998,NA,0.999,TROLL600,0,0,4.72,8.9,216.56,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T04:00:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.51,0.06,1060.1,1020.0856599999998,NA,0.999,TROLL600,0,0,4.72,9.4,217.06,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T04:15:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.38,0.06,1059.9,1019.8788159999999,NA,0.999,TROLL600,0,0,4.72,9.9,217.56,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T04:30:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.31,0.06,1059.8,1019.7409199999998,NA,0.999,TROLL600,0,0,4.73,11.2,218.85999999999996,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T04:45:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.13,0.06,1060,1019.9477639999999,NA,0.999,TROLL600,0,0,4.72,10.7,218.35999999999996,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T05:00:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.95,0.06,1059.7,1019.6719719999999,NA,0.999,TROLL600,0,0,4.72,10.5,218.15999999999997,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T05:15:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.82,0.06,1059.6,1019.5340759999999,NA,0.999,TROLL600,0,0,4.72,10.6,218.26,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T05:30:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.76,0.06,1059.2,1019.1893359999999,NA,0.999,TROLL600,0,0,4.72,11,218.65999999999997,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T05:45:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.17,0.06,1059.5,1019.4651279999998,NA,0.999,TROLL600,0,0,4.72,8.8,216.45999999999998,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T06:00:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.01,0.06,1059.6,1019.6030239999999,NA,0.999,TROLL600,0,0,4.72,9.6,217.26,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T06:15:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.92,0.06,1059.6,1019.6030239999999,NA,0.999,TROLL600,0,0,4.72,10.3,217.95999999999998,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T06:30:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.89,0.06,1059.6,1019.5340759999999,NA,0.999,TROLL600,0,0,4.72,11.3,218.95999999999998,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T06:45:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.18,0.06,1059.7,1019.6719719999999,NA,0.999,TROLL600,0,0,4.72,9.7,217.35999999999996,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T07:00:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.02,0.06,1060,1019.9477639999999,NA,0.999,TROLL600,0,0,4.72,9.8,217.45999999999998,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T07:15:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.91,0.06,1059.9,1019.8098679999999,NA,0.999,TROLL600,0,0,4.72,10.2,217.85999999999996,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T07:30:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,123.82,0.06,1060.2,1020.1546079999998,NA,0.999,TROLL600,0,0,4.72,10.6,218.26,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T07:45:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.82,0.06,1060.5,1020.4304,NA,0.999,TROLL600,0,0,4.72,8.9,216.56,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T08:00:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.62,0.06,1060.3,1020.2925039999999,NA,0.999,TROLL600,0,0,4.72,9.4,217.06,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T08:15:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.53,0.06,1060.3,1020.2925039999999,NA,0.999,TROLL600,0,0,4.72,10,217.65999999999997,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T08:30:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.49,0.06,1060.5,1020.4304,NA,0.999,TROLL600,0,0,4.72,11.4,219.06,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T08:45:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.42,0.06,1060.6,1020.5682959999999,NA,0.999,TROLL600,0,0,4.72,9.2,216.85999999999996,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T09:00:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.24,0.06,1060.5,1020.4993479999999,NA,0.999,TROLL600,0,0,4.72,9.7,217.35999999999996,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
2022-01-01T09:15:00Z,PNNL_13,GW11,TEMPEST_C_600_GW7,Control,2022,14.4,124.12,0.06,1060.5,1020.4304,NA,0.999,TROLL600,0,0,4.72,10.4,218.06,0.08,NA,NA,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA
