Timestamp,Logger_ID,Well_Name,Probe_Name,Plot,Year,Temp,Specific_Conductivity,Salinity,Depth,Pressure_mbar,Pressurehead.m,Resistivity,Instrument,Density,WLfromsurface.m,Head.m,f_spc,f_sal,f_wl,Flag
2022-01-01T00:00:00Z,PNNL_41,GW8,TEMPEST_L_200_GW8,Shoreline,2022,10.6969,1558.951,0.78485,88.03086,87.365182916,NA,882.5639,TROLL200,1.000253,NA,NA,FALSE,FALSE,NA,NA
2022-01-01T00:15:00Z,PNNL_41,GW8,TEMPEST_L_200_GW8,Shoreline,2022,10.69854,1559.17,0.784969,87.78293,87.11917645199999,NA,882.4019,TROLL200,1.000253,NA,NA,FALSE,FALSE,NA,NA
2022-01-01T00:30:00Z,PNNL_41,GW8,TEMPEST_L_200_GW8,Shoreline,2022,10.70192,1559.283,0.785033,87.67666,87.013686012,NA,882.2599,TROLL200,1.000253,NA,NA,FALSE,FALSE,NA,NA
2022-01-01T00:45:00Z,PNNL_41,GW8,TEMPEST_L_200_GW8,Shoreline,2022,10.70074,1559.493,0.785142,87.53038,86.86848152399999,NA,882.1679,TROLL200,1.000253,NA,NA,FALSE,FALSE,NA,NA
2022-01-01T01:00:00Z,PNNL_41,GW8,TEMPEST_L_200_GW8,Shoreline,2022,10.70403,1559.243,0.785016,87.61518,86.952667032,NA,882.2334,TROLL200,1.000253,NA,NA,FALSE,FALSE,NA,NA
2022-01-01T01:15:00Z,PNNL_41,GW8,TEMPEST_L_200_GW8,Shoreline,2022,10.70475,1559.556,0.785182,87.762,87.098354156,NA,882.0398,TROLL200,1.000253,NA,NA,FALSE,FALSE,NA,NA
2022-01-01T01:30:00Z,PNNL_41,GW8,TEMPEST_L_200_GW8,Shoreline,2022,10.70613,1559.658,0.785238,87.72861,87.065259115999993,NA,881.95,TROLL200,1.000253,NA,NA,FALSE,FALSE,NA,NA
2022-01-01T01:45:00Z,PNNL_41,GW8,TEMPEST_L_200_GW8,Shoreline,2022,10.71014,1559.832,0.785336,87.92393,87.259071944,NA,881.7587,TROLL200,1.000252,NA,NA,FALSE,FALSE,NA,NA
2022-01-01T02:00:00Z,PNNL_41,GW8,TEMPEST_L_200_GW8,Shoreline,2022,10.70941,1559.775,0.785305,87.63148,86.968869812,NA,881.8079,TROLL200,1.000252,NA,NA,FALSE,FALSE,NA,NA
2022-01-01T02:15:00Z,PNNL_41,GW8,TEMPEST_L_200_GW8,Shoreline,2022,10.71107,1560.054,0.785455,87.13523,86.476374248,NA,881.6116,TROLL200,1.000252,NA,NA,FALSE,FALSE,NA,NA
2022-01-01T02:30:00Z,PNNL_41,GW8,TEMPEST_L_200_GW8,Shoreline,2022,10.71107,1560.271,0.785569,87.67666,87.013686012,NA,881.4891,TROLL200,1.000252,NA,NA,FALSE,FALSE,NA,NA
2022-01-01T02:45:00Z,PNNL_41,GW8,TEMPEST_L_200_GW8,Shoreline,2022,10.71033,1560.355,0.785613,87.3324,86.67204867199999,NA,881.4583,TROLL200,1.000253,NA,NA,FALSE,FALSE,NA,NA
