site,logger,rowid,time2,timestamp,actual_conductivity,depth,pressure,record,resistivity,salinity,specific_conductivity,tds,temperature,water_density
c3,c3log,gcrew_2020-08-05 13:00:00_c3log,2020-08-05 13:00:00,2020-08-05 13:00:00,16445.1,46.56926,0.670319,39553,60.80839,10.10019,16947.48,11.01586,23.44798,1.00504
c3,c3log,gcrew_2020-08-05 13:15:00_c3log,2020-08-05 13:15:00,2020-08-05 13:15:00,16406.29,46.52308,0.669654,39554,60.95223,10.0747,16908.1,10.99027,23.44614,1.005021
c3,c3log,gcrew_2020-08-05 13:30:00_c3log,2020-08-05 13:30:00,2020-08-05 13:30:00,16443.92,46.48485,0.669104,39555,60.81275,10.10001,16947.24,11.0157,23.44508,1.005041
c3,c3log,gcrew_2020-08-05 13:45:00_c3log,2020-08-05 13:45:00,2020-08-05 13:45:00,16444.25,46.39653,0.667832,39556,60.81153,10.10054,16948.07,11.01625,23.4436,1.005041
c3,c3log,gcrew_2020-08-05 14:00:00_c3log,2020-08-05 14:00:00,2020-08-05 14:00:00,16433.39,46.37844,0.667572,39557,60.85174,10.09356,16937.29,11.00924,23.44236,1.005036
c3,c3log,gcrew_2020-08-05 14:15:00_c3log,2020-08-05 14:15:00,2020-08-05 14:15:00,16396.65,46.31292,0.666629,39558,60.98806,10.06938,16899.92,10.98495,23.44087,1.005019
c3,c3log,gcrew_2020-08-05 14:30:00_c3log,2020-08-05 14:30:00,2020-08-05 14:30:00,16444.99,46.26184,0.665894,39559,60.80881,10.10187,16950.15,11.0176,23.43964,1.005043
c3,c3log,gcrew_2020-08-05 14:45:00_c3log,2020-08-05 14:45:00,2020-08-05 14:45:00,16435.12,46.2574,0.66583,39560,60.8453,10.09551,16940.34,11.01122,23.43858,1.005039
c3,c3log,gcrew_2020-08-05 15:00:00_c3log,2020-08-05 15:00:00,2020-08-05 15:00:00,16442.11,46.20989,0.665146,39561,60.81945,10.10054,16948.13,11.01628,23.43682,1.005043
c3,c3log,gcrew_2020-08-05 15:15:00_c3log,2020-08-05 15:15:00,2020-08-05 15:15:00,16444.18,46.1494,0.664275,39562,60.81178,10.10221,16950.7,11.01796,23.43549,1.005045
c3,c3log,gcrew_2020-08-05 15:30:00_c3log,2020-08-05 15:30:00,2020-08-05 15:30:00,16440.45,46.12674,0.663949,39563,60.82559,10.09992,16947.17,11.01566,23.43454,1.005043
c3,c3log,gcrew_2020-08-05 15:45:00_c3log,2020-08-05 15:45:00,2020-08-05 15:45:00,16439.76,46.09341,0.663469,39564,60.82812,10.09989,16947.15,11.01564,23.4325,1.005044
c3,c3log,gcrew_2020-08-05 16:00:00_c3log,2020-08-05 16:00:00,2020-08-05 16:00:00,16422.77,46.01895,0.662397,39565,60.89105,10.08885,16930.1,11.00457,23.43111,1.005036
c3,c3log,gcrew_2020-08-05 16:15:00_c3log,2020-08-05 16:15:00,2020-08-05 16:15:00,16438.3,45.98688,0.661936,39566,60.83355,10.09943,16946.46,11.0152,23.43004,1.005044
c3,c3log,gcrew_2020-08-05 16:30:00_c3log,2020-08-05 16:30:00,2020-08-05 16:30:00,16432.37,45.93533,0.661194,39567,60.85548,10.09584,16940.93,11.01161,23.4283,1.005042
c3,c3log,gcrew_2020-08-05 16:45:00_c3log,2020-08-05 16:45:00,2020-08-05 16:45:00,16430.35,45.9081,0.660802,39568,60.86298,10.09477,16939.29,11.01054,23.42697,1.005041
c3,c3log,gcrew_2020-08-05 17:00:00_c3log,2020-08-05 17:00:00,2020-08-05 17:00:00,16425.04,45.88485,0.660467,39569,60.88266,10.09156,16934.34,11.00732,23.42539,1.005039
c3,c3log,gcrew_2020-08-05 17:15:00_c3log,2020-08-05 17:15:00,2020-08-05 17:15:00,16426.82,45.88882,0.660524,39570,60.87607,10.09286,16936.35,11.00863,23.42487,1.00504
c3,c3log,gcrew_2020-08-05 17:30:00_c3log,2020-08-05 17:30:00,2020-08-05 17:30:00,16430.45,45.78593,0.659043,39571,60.86261,10.09554,16940.51,11.01133,23.42363,1.005043
c3,c3log,gcrew_2020-08-05 17:45:00_c3log,2020-08-05 17:45:00,2020-08-05 17:45:00,16431.9,45.80912,0.659377,39572,60.85725,10.09669,16942.29,11.01249,23.42275,1.005044
c3,c3log,gcrew_2020-08-05 18:00:00_c3log,2020-08-05 18:00:00,2020-08-05 18:00:00,16432.51,45.7909,0.659115,39573,60.85497,10.09731,16943.25,11.01311,23.42178,1.005045
c3,c3log,gcrew_2020-08-05 18:15:00_c3log,2020-08-05 18:15:00,2020-08-05 18:15:00,16432.8,45.73073,0.658249,39574,60.8539,10.09774,16943.93,11.01355,23.42064,1.005045
c3,c3log,gcrew_2020-08-05 18:30:00_c3log,2020-08-05 18:30:00,2020-08-05 18:30:00,16428.63,45.70205,0.657836,39575,60.86935,10.09516,16939.95,11.01097,23.41967,1.005044
c3,c3log,gcrew_2020-08-05 18:45:00_c3log,2020-08-05 18:45:00,2020-08-05 18:45:00,16432.38,45.67449,0.657439,39576,60.85548,10.09794,16944.25,11.01376,23.41835,1.005046
c3,c3log,gcrew_2020-08-05 19:00:00_c3log,2020-08-05 19:00:00,2020-08-05 19:00:00,16432.89,45.66508,0.657304,39577,60.85357,10.09849,16945.11,11.01432,23.41738,1.005047
c3,c3log,gcrew_2020-08-05 19:15:00_c3log,2020-08-05 19:15:00,2020-08-05 19:15:00,16436.09,45.59544,0.656302,39578,60.84173,10.1009,16948.84,11.01675,23.41607,1.005049
c3,c3log,gcrew_2020-08-05 19:30:00_c3log,2020-08-05 19:30:00,2020-08-05 19:30:00,16426.93,45.56748,0.655899,39579,60.87563,10.09511,16939.9,11.01094,23.41457,1.005045
c3,c3log,gcrew_2020-08-05 19:45:00_c3log,2020-08-05 19:45:00,2020-08-05 19:45:00,16426.28,45.56285,0.655832,39580,60.87807,10.09508,16939.87,11.01091,23.41264,1.005045
c3,c3log,gcrew_2020-08-05 20:00:00_c3log,2020-08-05 20:00:00,2020-08-05 20:00:00,16429.83,45.55384,0.655703,39581,60.86492,10.09761,16943.79,11.01346,23.41185,1.005047
c3,c3log,gcrew_2020-08-05 20:15:00_c3log,2020-08-05 20:15:00,2020-08-05 20:15:00,16426.24,45.55384,0.655703,39582,60.87822,10.09553,16940.59,11.01139,23.41035,1.005046
c3,c3log,gcrew_2020-08-05 20:30:00_c3log,2020-08-05 20:30:00,2020-08-05 20:30:00,16430.32,45.50712,0.65503,39583,60.86309,10.09859,16945.33,11.01447,23.40877,1.005049
c3,c3log,gcrew_2020-08-05 20:45:00_c3log,2020-08-05 20:45:00,2020-08-05 20:45:00,16425.85,45.47049,0.654503,39584,60.87966,10.09596,16941.28,11.01183,23.4071,1.005047
c3,c3log,gcrew_2020-08-05 21:00:00_c3log,2020-08-05 21:00:00,2020-08-05 21:00:00,16429.98,45.45584,0.654292,39585,60.86435,10.09895,16945.92,11.01484,23.40596,1.00505
c3,c3log,gcrew_2020-08-05 21:15:00_c3log,2020-08-05 21:15:00,2020-08-05 21:15:00,16425.43,45.44631,0.654155,39586,60.88121,10.09627,16941.78,11.01216,23.40429,1.005048
c3,c3log,gcrew_2020-08-05 21:30:00_c3log,2020-08-05 21:30:00,2020-08-05 21:30:00,16427.43,45.39482,0.653414,39587,60.87381,10.09786,16944.25,11.01377,23.40305,1.00505
c3,c3log,gcrew_2020-08-05 21:45:00_c3log,2020-08-05 21:45:00,2020-08-05 21:45:00,16417.04,45.35295,0.652811,39588,60.91233,10.09115,16933.89,11.00703,23.40199,1.005045
c3,c3log,gcrew_2020-08-05 22:00:00_c3log,2020-08-05 22:00:00,2020-08-05 22:00:00,16424.52,45.37667,0.653152,39589,60.88457,10.09669,16942.46,11.0126,23.39945,1.00505
c3,c3log,gcrew_2020-08-05 22:15:00_c3log,2020-08-05 22:15:00,2020-08-05 22:15:00,16423.67,45.35295,0.652811,39590,60.88773,10.09628,16941.85,11.0122,23.39865,1.00505
c3,c3log,gcrew_2020-08-05 22:30:00_c3log,2020-08-05 22:30:00,2020-08-05 22:30:00,16427.44,45.31565,0.652274,39591,60.87377,10.09919,16946.35,11.01513,23.39681,1.005052
c3,c3log,gcrew_2020-08-05 22:45:00_c3log,2020-08-05 22:45:00,2020-08-05 22:45:00,16424.76,45.30193,0.652077,39592,60.8837,10.09762,16943.94,11.01356,23.39575,1.005051
c3,c3log,gcrew_2020-08-05 23:00:00_c3log,2020-08-05 23:00:00,2020-08-05 23:00:00,16423.02,45.2696,0.651611,39593,60.89015,10.09677,16942.65,11.01272,23.39425,1.005051
c3,c3log,gcrew_2020-08-05 23:15:00_c3log,2020-08-05 23:15:00,2020-08-05 23:15:00,16422.97,45.2368,0.651139,39594,60.89034,10.09707,16943.12,11.01303,23.39268,1.005052
c3,c3log,gcrew_2020-08-05 23:30:00_c3log,2020-08-05 23:30:00,2020-08-05 23:30:00,16424.26,45.21839,0.650874,39595,60.88555,10.09816,16944.81,11.01412,23.39162,1.005053
c3,c3log,gcrew_2020-08-05 23:45:00_c3log,2020-08-05 23:45:00,2020-08-05 23:45:00,16419.15,45.22256,0.650934,39596,60.9045,10.09508,16940.06,11.01104,23.39004,1.005051
c3,c3log,gcrew_2020-08-06 00:00:00_c3log,2020-08-06 00:00:00,2020-08-06 00:00:00,16386.21,45.18605,0.650409,39597,61.02692,10.07337,16906.52,10.98924,23.38872,1.005035
c3,c3log,gcrew_2020-08-06 00:15:00_c3log,2020-08-06 00:15:00,2020-08-06 00:15:00,16423.64,45.15352,0.64994,39598,60.88785,10.09869,16945.66,11.01468,23.38714,1.005054
c3,c3log,gcrew_2020-08-06 00:30:00_c3log,2020-08-06 00:30:00,2020-08-06 00:30:00,16428.57,45.12053,0.649466,39599,60.86958,10.10226,16951.19,11.01827,23.38581,1.005058
c3,c3log,gcrew_2020-08-06 00:45:00_c3log,2020-08-06 00:45:00,2020-08-06 00:45:00,16425.01,45.08329,0.64893,39600,60.88278,10.1001,16947.86,11.01611,23.38477,1.005056
c3,c3log,gcrew_2020-08-06 01:00:00_c3log,2020-08-06 01:00:00,2020-08-06 01:00:00,16416.58,45.0868,0.64898,39601,60.91401,10.09484,16939.74,11.01083,23.38309,1.005053
c3,c3log,gcrew_2020-08-06 01:15:00_c3log,2020-08-06 01:15:00,2020-08-06 01:15:00,16420.35,45.03625,0.648252,39602,60.90006,10.09761,16944.03,11.01362,23.38185,1.005055
c3,c3log,gcrew_2020-08-06 01:30:00_c3log,2020-08-06 01:30:00,2020-08-06 01:30:00,16422.57,45.06481,0.648664,39603,60.89181,10.09938,16946.79,11.01541,23.38046,1.005057
c3,c3log,gcrew_2020-08-06 01:45:00_c3log,2020-08-06 01:45:00,2020-08-06 01:45:00,16419.06,44.99504,0.647659,39604,60.90481,10.09739,16943.73,11.01342,23.37879,1.005056
c3,c3log,gcrew_2020-08-06 02:00:00_c3log,2020-08-06 02:00:00,2020-08-06 02:00:00,16413.32,45.00365,0.647783,39605,60.92615,10.09385,16938.27,11.00987,23.37738,1.005053
c3,c3log,gcrew_2020-08-06 02:15:00_c3log,2020-08-06 02:15:00,2020-08-06 02:15:00,16421.03,44.98981,0.647584,39606,60.89754,10.09932,16946.72,11.01537,23.37589,1.005058
c3,c3log,gcrew_2020-08-06 02:30:00_c3log,2020-08-06 02:30:00,2020-08-06 02:30:00,16422.32,44.97655,0.647393,39607,60.89273,10.10043,16948.44,11.01649,23.37474,1.005059
c3,c3log,gcrew_2020-08-06 02:45:00_c3log,2020-08-06 02:45:00,2020-08-06 02:45:00,16421.74,44.93879,0.64685,39608,60.89489,10.10041,16948.43,11.01648,23.37298,1.005059
c3,c3log,gcrew_2020-08-06 03:00:00_c3log,2020-08-06 03:00:00,2020-08-06 03:00:00,16421.22,44.94827,0.646986,39609,60.89683,10.10037,16948.39,11.01645,23.37149,1.00506
c3,c3log,gcrew_2020-08-06 03:15:00_c3log,2020-08-06 03:15:00,2020-08-06 03:15:00,16415.17,44.89632,0.646238,39610,60.91926,10.09654,16942.47,11.0126,23.37052,1.005057
c3,c3log,gcrew_2020-08-06 03:30:00_c3log,2020-08-06 03:30:00,2020-08-06 03:30:00,16418.21,44.90619,0.64638,39611,60.90798,10.09877,16945.93,11.01486,23.36955,1.005059
c3,c3log,gcrew_2020-08-06 03:45:00_c3log,2020-08-06 03:45:00,2020-08-06 03:45:00,16413.49,44.8734,0.645908,39612,60.92549,10.09583,16941.39,11.0119,23.36858,1.005057
c3,c3log,gcrew_2020-08-06 04:00:00_c3log,2020-08-06 04:00:00,2020-08-06 04:00:00,16415.26,44.86458,0.645782,39613,60.91891,10.09736,16943.77,11.01345,23.36691,1.005059
c3,c3log,gcrew_2020-08-06 04:15:00_c3log,2020-08-06 04:15:00,2020-08-06 04:15:00,16419.41,44.86458,0.645782,39614,60.90355,10.10042,16948.52,11.01654,23.36551,1.005061
c3,c3log,gcrew_2020-08-06 04:30:00_c3log,2020-08-06 04:30:00,2020-08-06 04:30:00,16416.99,44.26266,0.637117,39615,60.91252,10.09894,16946.23,11.01505,23.36489,1.00506
c3,c3log,gcrew_2020-08-06 04:45:00_c3log,2020-08-06 04:45:00,2020-08-06 04:45:00,16415.41,44.72936,0.643835,39616,60.91836,10.09815,16945.01,11.01426,23.36366,1.00506
c3,c3log,gcrew_2020-08-06 05:00:00_c3log,2020-08-06 05:00:00,2020-08-06 05:00:00,16420.85,46.08447,0.663341,39617,60.89817,10.10184,16950.72,11.01797,23.3634,1.005063
c3,c3log,gcrew_2020-08-06 05:15:00_c3log,2020-08-06 05:15:00,2020-08-06 05:15:00,16412.6,46.57886,0.670457,39618,60.92881,10.09656,16942.58,11.01268,23.36225,1.005059
c3,c3log,gcrew_2020-08-06 05:30:00_c3log,2020-08-06 05:30:00,2020-08-06 05:30:00,16410.74,47.05842,0.67736,39619,60.93572,10.09554,16941.01,11.01165,23.36121,1.005059
c3,c3log,gcrew_2020-08-06 05:45:00_c3log,2020-08-06 05:45:00,2020-08-06 05:45:00,16418.03,47.38472,0.682056,39620,60.90866,10.10062,16948.86,11.01676,23.36024,1.005063
c3,c3log,gcrew_2020-08-06 06:00:00_c3log,2020-08-06 06:00:00,2020-08-06 06:00:00,16416.03,47.11924,0.678235,39621,60.91606,10.09951,16947.15,11.01565,23.35918,1.005062
c3,c3log,gcrew_2020-08-06 06:15:00_c3log,2020-08-06 06:15:00,2020-08-06 06:15:00,16415.09,45.92142,0.660994,39622,60.91956,10.09908,16946.5,11.01522,23.35822,1.005062
c3,c3log,gcrew_2020-08-06 06:30:00_c3log,2020-08-06 06:30:00,2020-08-06 06:30:00,16417.98,43.17773,0.621501,39623,60.90882,10.10116,16949.72,11.01732,23.35751,1.005064
c3,c3log,gcrew_2020-08-06 06:45:00_c3log,2020-08-06 06:45:00,2020-08-06 06:45:00,16415.08,45.60459,0.656433,39624,60.91959,10.09943,16947.05,11.01558,23.35654,1.005063
c3,c3log,gcrew_2020-08-06 07:00:00_c3log,2020-08-06 07:00:00,2020-08-06 07:00:00,16403.48,45.66117,0.657248,39625,60.96267,10.09192,16935.46,11.00804,23.3554,1.005058
c3,c3log,gcrew_2020-08-06 07:15:00_c3log,2020-08-06 07:15:00,2020-08-06 07:15:00,16414.29,45.54887,0.655631,39626,60.92253,10.09936,16946.97,11.01553,23.35434,1.005063
c3,c3log,gcrew_2020-08-06 07:30:00_c3log,2020-08-06 07:30:00,2020-08-06 07:30:00,16410.21,45.49739,0.65489,39627,60.93768,10.09677,16942.96,11.01292,23.35373,1.005062
c3,c3log,gcrew_2020-08-06 07:45:00_c3log,2020-08-06 07:45:00,2020-08-06 07:45:00,16397.26,45.64242,0.656978,39628,60.9858,10.08836,16929.97,11.00448,23.35259,1.005056
c3,c3log,gcrew_2020-08-06 08:00:00_c3log,2020-08-06 08:00:00,2020-08-06 08:00:00,16409.45,45.49739,0.65489,39629,60.9405,10.09674,16942.94,11.01291,23.35144,1.005062
c3,c3log,gcrew_2020-08-06 08:15:00_c3log,2020-08-06 08:15:00,2020-08-06 08:15:00,16397.97,45.45167,0.654232,39630,60.98315,10.08928,16931.41,11.00542,23.35048,1.005057
c3,c3log,gcrew_2020-08-06 08:30:00_c3log,2020-08-06 08:30:00,2020-08-06 08:30:00,16415.57,45.59193,0.656251,39631,60.91778,10.10114,16949.76,11.01734,23.34995,1.005066
c3,c3log,gcrew_2020-08-06 08:45:00_c3log,2020-08-06 08:45:00,2020-08-06 08:45:00,16412.96,45.45584,0.654292,39632,60.92748,10.09971,16947.56,11.01591,23.34846,1.005065
c3,c3log,gcrew_2020-08-06 09:00:00_c3log,2020-08-06 09:00:00,2020-08-06 09:00:00,16408.61,45.55907,0.655778,39633,60.94361,10.09696,16943.31,11.01315,23.34775,1.005063
c3,c3log,gcrew_2020-08-06 09:15:00_c3log,2020-08-06 09:15:00,2020-08-06 09:15:00,16385.29,45.47897,0.654625,39634,61.03034,10.08151,16919.43,10.99763,23.34714,1.005052
c3,c3log,gcrew_2020-08-06 09:30:00_c3log,2020-08-06 09:30:00,2020-08-06 09:30:00,16411.62,45.45167,0.654232,39635,60.93245,10.09932,16946.97,11.01553,23.34609,1.005065
c3,c3log,gcrew_2020-08-06 09:45:00_c3log,2020-08-06 09:45:00,2020-08-06 09:45:00,16404.37,45.57716,0.656038,39636,60.95935,10.09457,16939.64,11.01076,23.34564,1.005062
c3,c3log,gcrew_2020-08-06 10:00:00_c3log,2020-08-06 10:00:00,2020-08-06 10:00:00,16405.97,45.47512,0.65457,39637,60.95344,10.09582,16941.58,11.01202,23.34476,1.005063
c3,c3log,gcrew_2020-08-06 10:15:00_c3log,2020-08-06 10:15:00,2020-08-06 10:15:00,16411.85,45.44631,0.654155,39638,60.93159,10.09997,16948,11.0162,23.34371,1.005067
c3,c3log,gcrew_2020-08-06 10:30:00_c3log,2020-08-06 10:30:00,2020-08-06 10:30:00,16411.39,45.42716,0.653879,39639,60.9333,10.09985,16947.82,11.01608,23.34283,1.005067
c3,c3log,gcrew_2020-08-06 10:45:00_c3log,2020-08-06 10:45:00,2020-08-06 10:45:00,16406.69,45.35739,0.652875,39640,60.95076,10.09697,16943.37,11.01319,23.34161,1.005065
c3,c3log,gcrew_2020-08-06 11:00:00_c3log,2020-08-06 11:00:00,2020-08-06 11:00:00,16398.66,45.48381,0.654695,39641,60.9806,10.09179,16935.38,11.00799,23.34072,1.005061
c3,c3log,gcrew_2020-08-06 11:15:00_c3log,2020-08-06 11:15:00,2020-08-06 11:15:00,16403.44,45.34341,0.652674,39642,60.96282,10.09523,16940.7,11.01146,23.33957,1.005064
c3,c3log,gcrew_2020-08-06 11:30:00_c3log,2020-08-06 11:30:00,2020-08-06 11:30:00,16392.62,45.32579,0.65242,39643,61.00305,10.08813,16929.73,11.00432,23.33897,1.005059
c3,c3log,gcrew_2020-08-06 11:45:00_c3log,2020-08-06 11:45:00,2020-08-06 11:45:00,16402.52,45.32055,0.652345,39644,60.96623,10.09497,16940.31,11.0112,23.33791,1.005064
c3,c3log,gcrew_2020-08-06 12:00:00_c3log,2020-08-06 12:00:00,2020-08-06 12:00:00,16398.73,45.33956,0.652618,39645,60.98034,10.0926,16936.66,11.00883,23.33711,1.005063
c3,c3log,gcrew_2020-08-06 12:15:00_c3log,2020-08-06 12:15:00,2020-08-06 12:15:00,16408.99,45.35885,0.652896,39646,60.9422,10.09971,16947.66,11.01598,23.33589,1.005068
c3,c3log,gcrew_2020-08-06 12:30:00_c3log,2020-08-06 12:30:00,2020-08-06 12:30:00,16409.67,45.21315,0.650799,39647,60.93969,10.10035,16948.66,11.01663,23.33501,1.005069
c3,c3log,gcrew_2020-08-06 12:45:00_c3log,2020-08-06 12:45:00,2020-08-06 12:45:00,16401.08,45.20918,0.650742,39648,60.97159,10.0948,16940.08,11.01105,23.33413,1.005065
c3,c3log,gcrew_2020-08-06 13:00:00_c3log,2020-08-06 13:00:00,2020-08-06 13:00:00,16393.43,45.27007,0.651618,39649,61.00003,10.08995,16932.6,11.00619,23.33289,1.005062
c3,c3log,gcrew_2020-08-06 13:15:00_c3log,2020-08-06 13:15:00,2020-08-06 13:15:00,16388.19,45.29339,0.651954,39650,61.01955,10.08676,16927.68,11.00299,23.3314,1.00506
c3,c3log,gcrew_2020-08-06 13:30:00_c3log,2020-08-06 13:30:00,2020-08-06 13:30:00,16394.73,45.26516,0.651547,39651,60.99521,10.09132,16934.73,11.00757,23.33052,1.005063
c3,c3log,gcrew_2020-08-06 13:45:00_c3log,2020-08-06 13:45:00,2020-08-06 13:45:00,16396.61,45.18532,0.650398,39652,60.98823,10.0927,16936.87,11.00897,23.3299,1.005065
c3,c3log,gcrew_2020-08-06 14:00:00_c3log,2020-08-06 14:00:00,2020-08-06 14:00:00,16396.57,45.1675,0.650142,39653,60.98836,10.0929,16937.19,11.00917,23.32886,1.005065
c3,c3log,gcrew_2020-08-06 14:15:00_c3log,2020-08-06 14:15:00,2020-08-06 14:15:00,16394.3,45.12026,0.649462,39654,60.99681,10.09164,16935.25,11.00792,23.32762,1.005064
c3,c3log,gcrew_2020-08-06 14:30:00_c3log,2020-08-06 14:30:00,2020-08-06 14:30:00,16399.4,45.10661,0.649265,39655,60.97785,10.0952,16940.76,11.01149,23.32691,1.005067
c3,c3log,gcrew_2020-08-06 14:45:00_c3log,2020-08-06 14:45:00,2020-08-06 14:45:00,16397.74,45.08329,0.64893,39656,60.98403,10.09436,16939.48,11.01066,23.3256,1.005067
c3,c3log,gcrew_2020-08-06 15:00:00_c3log,2020-08-06 15:00:00,2020-08-06 15:00:00,16399.83,45.06494,0.648665,39657,60.97623,10.09591,16941.88,11.01222,23.3249,1.005068
c3,c3log,gcrew_2020-08-06 15:15:00_c3log,2020-08-06 15:15:00,2020-08-06 15:15:00,16402.79,45.04129,0.648325,39658,60.96523,10.09819,16945.41,11.01451,23.32349,1.00507
c3,c3log,gcrew_2020-08-06 15:30:00_c3log,2020-08-06 15:30:00,2020-08-06 15:30:00,16395.16,45.01313,0.64792,39659,60.99363,10.09325,16937.78,11.00956,23.3227,1.005067
c3,c3log,gcrew_2020-08-06 15:45:00_c3log,2020-08-06 15:45:00,2020-08-06 15:45:00,16393.1,45.00386,0.647786,39660,61.00128,10.09225,16936.24,11.00856,23.32095,1.005067
c3,c3log,gcrew_2020-08-06 16:00:00_c3log,2020-08-06 16:00:00,2020-08-06 16:00:00,16394.31,44.99438,0.64765,39661,60.99677,10.09317,16937.67,11.00949,23.32041,1.005067
c3,c3log,gcrew_2020-08-06 16:15:00_c3log,2020-08-06 16:15:00,2020-08-06 16:15:00,16397.28,44.95754,0.64712,39662,60.98572,10.09536,16941.07,11.01169,23.31944,1.005069
c3,c3log,gcrew_2020-08-06 16:30:00_c3log,2020-08-06 16:30:00,2020-08-06 16:30:00,16394.92,44.93918,0.646855,39663,60.99449,10.09397,16938.92,11.0103,23.31857,1.005069
c3,c3log,gcrew_2020-08-06 16:45:00_c3log,2020-08-06 16:45:00,2020-08-06 16:45:00,16395.12,44.89234,0.646181,39664,60.99377,10.09434,16939.51,11.01068,23.31742,1.005069
c3,c3log,gcrew_2020-08-06 17:00:00_c3log,2020-08-06 17:00:00,2020-08-06 17:00:00,16394.2,44.75646,0.644225,39665,60.99719,10.09407,16939.11,11.01042,23.31576,1.005069
c3,c3log,gcrew_2020-08-06 17:15:00_c3log,2020-08-06 17:15:00,2020-08-06 17:15:00,16393.05,44.77587,0.644505,39666,61.00147,10.0934,16938.07,11.00975,23.31532,1.005069
c3,c3log,gcrew_2020-08-06 17:30:00_c3log,2020-08-06 17:30:00,2020-08-06 17:30:00,16391.06,44.84623,0.645517,39667,61.00886,10.09228,16936.34,11.00862,23.31435,1.005068
c3,c3log,gcrew_2020-08-06 17:45:00_c3log,2020-08-06 17:45:00,2020-08-06 17:45:00,16392.46,44.82775,0.645251,39668,61.00366,10.09355,16938.32,11.00991,23.31277,1.00507
c3,c3log,gcrew_2020-08-06 18:00:00_c3log,2020-08-06 18:00:00,2020-08-06 18:00:00,16390.5,44.69683,0.643367,39669,61.01096,10.09236,16936.5,11.00872,23.31216,1.005069
c3,c3log,gcrew_2020-08-06 18:15:00_c3log,2020-08-06 18:15:00,2020-08-06 18:15:00,16388.49,44.77587,0.644505,39670,61.01844,10.0913,16934.86,11.00766,23.31084,1.005068
c3,c3log,gcrew_2020-08-06 18:30:00_c3log,2020-08-06 18:30:00,2020-08-06 18:30:00,16385.35,44.79429,0.64477,39671,61.03012,10.0894,16931.94,11.00576,23.30987,1.005067
c3,c3log,gcrew_2020-08-06 18:45:00_c3log,2020-08-06 18:45:00,2020-08-06 18:45:00,16391.56,44.73837,0.643965,39672,61.00703,10.09368,16938.56,11.01006,23.30925,1.005071
c3,c3log,gcrew_2020-08-06 19:00:00_c3log,2020-08-06 19:00:00,2020-08-06 19:00:00,16389.94,44.67867,0.643106,39673,61.01304,10.09281,16937.21,11.00919,23.30828,1.00507
c3,c3log,gcrew_2020-08-06 19:15:00_c3log,2020-08-06 19:15:00,2020-08-06 19:15:00,16389.72,44.71034,0.643561,39674,61.01387,10.0929,16937.36,11.00928,23.30714,1.005071
c3,c3log,gcrew_2020-08-06 19:30:00_c3log,2020-08-06 19:30:00,2020-08-06 19:30:00,16388.17,44.56578,0.64148,39675,61.01964,10.09203,16936.02,11.00841,23.30635,1.00507
c3,c3log,gcrew_2020-08-06 19:45:00_c3log,2020-08-06 19:45:00,2020-08-06 19:45:00,16398.67,44.66873,0.642962,39676,60.98054,10.09927,16947.24,11.0157,23.3053,1.005076
c3,c3log,gcrew_2020-08-06 20:00:00_c3log,2020-08-06 20:00:00,2020-08-06 20:00:00,16387.4,44.6967,0.643365,39677,61.02248,10.09192,16935.88,11.00832,23.30442,1.005071
c3,c3log,gcrew_2020-08-06 20:15:00_c3log,2020-08-06 20:15:00,2020-08-06 20:15:00,16381.82,44.66026,0.64284,39678,61.04329,10.08847,16930.55,11.00486,23.3031,1.005068
c3,c3log,gcrew_2020-08-06 20:30:00_c3log,2020-08-06 20:30:00,2020-08-06 20:30:00,16389.03,44.65496,0.642764,39679,61.01643,10.09348,16938.3,11.00989,23.30222,1.005072
c3,c3log,gcrew_2020-08-06 20:45:00_c3log,2020-08-06 20:45:00,2020-08-06 20:45:00,16395.28,44.62302,0.642304,39680,60.99315,10.09781,16945,11.01425,23.30151,1.005076
c3,c3log,gcrew_2020-08-06 21:00:00_c3log,2020-08-06 21:00:00,2020-08-06 21:00:00,16392,44.59413,0.641889,39681,61.00537,10.09585,16941.99,11.01229,23.30038,1.005075
c3,c3log,gcrew_2020-08-06 21:15:00_c3log,2020-08-06 21:15:00,2020-08-06 21:15:00,16373.49,44.62302,0.642304,39682,61.07432,10.08364,16923.12,11.00003,23.29958,1.005066
c3,c3log,gcrew_2020-08-06 21:30:00_c3log,2020-08-06 21:30:00,2020-08-06 21:30:00,16391.53,44.59413,0.641889,39683,61.00712,10.09591,16942.09,11.01236,23.29862,1.005075
c3,c3log,gcrew_2020-08-06 21:45:00_c3log,2020-08-06 21:45:00,2020-08-06 21:45:00,16388.34,44.59904,0.641959,39684,61.019,10.09405,16939.23,11.0105,23.2973,1.005074
c3,c3log,gcrew_2020-08-06 22:00:00_c3log,2020-08-06 22:00:00,2020-08-06 22:00:00,16391.8,44.64548,0.642628,39685,61.00613,10.09655,16943.09,11.01301,23.29643,1.005076
c3,c3log,gcrew_2020-08-06 22:15:00_c3log,2020-08-06 22:15:00,2020-08-06 22:15:00,16388.1,44.6366,0.6425,39686,61.01987,10.09425,16939.54,11.0107,23.29563,1.005075
c3,c3log,gcrew_2020-08-06 22:30:00_c3log,2020-08-06 22:30:00,2020-08-06 22:30:00,16384.11,44.6315,0.642426,39687,61.03475,10.09195,16936,11.0084,23.29387,1.005073
