Logger,Table,loggernet_variable,Site,Plot,Instrument,Instrument_ID,Sensor_ID,Location,valid_through,research_name,note
Compass_OWC_TR_322,CheckTable,Solar_CHECK,OWC,TR,Datalogger,322,,,,,
Compass_OWC_TR_322,CheckTable,Flag({1:14}),OWC,TR,Datalogger,322,,,,,
Compass_OWC_TR_322,CheckTable,Statname,OWC,TR,Datalogger,322,,,,,
Compass_OWC_TR_322,CheckTable,PB,OWC,TR,Datalogger,322,,,,,
,,,,,,,,,,,
Compass_OWC_TR_322,SapflowB,RECORD,OWC,TR,Sapflow,B,,,,,
Compass_OWC_TR_322,SapflowB,PB,OWC,TR,Sapflow,B,,,,,
Compass_OWC_TR_322,SapflowB,Format,OWC,TR,Sapflow,B,,,,,
Compass_OWC_TR_322,SapflowB,Statname,OWC,TR,Sapflow,B,,,,,
Compass_OWC_TR_322,SapflowB,BattV_Avg,OWC,TR,Sapflow,B,,,,battery_voltage,
Compass_OWC_TR_322,SapflowB,DiffVoltB_Avg({1:8}),OWC,TR,Sapflow,B,0{1:8},,,sapflow_2.5cm,
Compass_OWC_TR_322,SapflowB,DiffVoltB_Avg({9:12}),OWC,TR,Sapflow,B,,,,,
,,,,,,,,,,,
Compass_OWC_TR_322,TerosTableB,RECORD,OWC,TR,TEROS12,B,,,,,
Compass_OWC_TR_322,TerosTableB,PB,OWC,TR,TEROS12,B,,,,,
Compass_OWC_TR_322,TerosTableB,Format,OWC,TR,TEROS12,B,,,,,
Compass_OWC_TR_322,TerosTableB,Statname,OWC,TR,TEROS12,B,,,,,
Compass_OWC_TR_322,TerosTableB,BattV_Avg,OWC,TR,TEROS12,B,,,,battery_voltage,
Compass_OWC_TR_322,TerosTableB,"TerosB({1:4},1)",OWC,TR,TEROS12,B,{1:4},,,soil_vwc_10cm,
Compass_OWC_TR_322,TerosTableB,"TerosB({5:6},1)",OWC,TR,TEROS12,B,{5:6},,,soil_vwc_30cm,
Compass_OWC_TR_322,TerosTableB,"TerosB({1:4},2)",OWC,TR,TEROS12,B,{1:4},,,soil_temp_10cm,
Compass_OWC_TR_322,TerosTableB,"TerosB({5:6},2)",OWC,TR,TEROS12,B,{5:6},,,soil_temp_30cm,
Compass_OWC_TR_322,TerosTableB,"TerosB({1:4},3)",OWC,TR,TEROS12,B,{1:4},,,soil_EC_10cm,
Compass_OWC_TR_322,TerosTableB,"TerosB({5:6},3)",OWC,TR,TEROS12,B,{5:6},,,soil_EC_30cm,
,,,,,,,,,,,
Compass_OWC_TR_322,WaterLevel600A,RECORD,OWC,TR,AquaTROLL600,A,,,,,
Compass_OWC_TR_322,WaterLevel600A,PB,OWC,TR,AquaTROLL600,A,,,,,
Compass_OWC_TR_322,WaterLevel600A,Format,OWC,TR,AquaTROLL600,A,,,,,
Compass_OWC_TR_322,WaterLevel600A,Statname,OWC,TR,AquaTROLL600,A,,,,,
Compass_OWC_TR_322,WaterLevel600A,BattV_Avg,OWC,TR,AquaTROLL600,A,,,,battery_voltage,
Compass_OWC_TR_322,WaterLevel600A,Barometric_Pressure600A,OWC,TR,AquaTROLL600,A,,,,gw_bar_pressure,
Compass_OWC_TR_322,WaterLevel600A,Temperature600A,OWC,TR,AquaTROLL600,A,,,,gw_temperature,
Compass_OWC_TR_322,WaterLevel600A,Aquatroll_IDA(1),OWC,TR,AquaTROLL600,A,,,,,
Compass_OWC_TR_322,WaterLevel600A,Actual_Conductivity600A,OWC,TR,AquaTROLL600,A,,,,gw_act_cond,
Compass_OWC_TR_322,WaterLevel600A,Specific_Conductivity600A,OWC,TR,AquaTROLL600,A,,,,gw_spec_cond,
Compass_OWC_TR_322,WaterLevel600A,Salinity600A,OWC,TR,AquaTROLL600,A,,,,gw_salinity,
Compass_OWC_TR_322,WaterLevel600A,TDS600A,OWC,TR,AquaTROLL600,A,,,,gw_tds,
Compass_OWC_TR_322,WaterLevel600A,Water_Density600A,OWC,TR,AquaTROLL600,A,,,,gw_density,
Compass_OWC_TR_322,WaterLevel600A,Resistivity600A,OWC,TR,AquaTROLL600,A,,,,gw_resistivity,
Compass_OWC_TR_322,WaterLevel600A,pH600A,OWC,TR,AquaTROLL600,A,,,,gw_ph,
Compass_OWC_TR_322,WaterLevel600A,pH_mV600A,OWC,TR,AquaTROLL600,A,,,,gw_ph_mv,
Compass_OWC_TR_322,WaterLevel600A,pH_ORP600A,OWC,TR,AquaTROLL600,A,,,,gw_ph_orp,
Compass_OWC_TR_322,WaterLevel600A,RDO_concen600A,OWC,TR,AquaTROLL600,A,,,,gw_rdo_conc,
Compass_OWC_TR_322,WaterLevel600A,RDO_perc_sat600A,OWC,TR,AquaTROLL600,A,,,,gw_perc_sat,
Compass_OWC_TR_322,WaterLevel600A,RDO_part_Pressure600A,OWC,TR,AquaTROLL600,A,,,,gw_part_pressure,
Compass_OWC_TR_322,WaterLevel600A,Pressure600A,OWC,TR,AquaTROLL600,A,,,,gw_pressure,
Compass_OWC_TR_322,WaterLevel600A,Depth600A,OWC,TR,AquaTROLL600,A,,,,gw_depth,
Compass_OWC_TR_322,WaterLevel600A,Voltage,OWC,TR,AquaTROLL600,A,,,,gw_voltage,
Compass_OWC_TR_322,WaterLevel600A,Voltage_Ext600A,OWC,TR,AquaTROLL600,A,,,,gw_voltage_ext,
Compass_OWC_TR_322,WaterLevel600A,Battery_Int600A,OWC,TR,AquaTROLL600,A,,,,gw_battery,
,,,,,,,,,,,
Compass_OWC_TR_322,WaterLevel600B,RECORD,OWC,TR,AquaTROLL600,B,,,,,
Compass_OWC_TR_322,WaterLevel600B,PB,OWC,TR,AquaTROLL600,B,,,,,
Compass_OWC_TR_322,WaterLevel600B,Format,OWC,TR,AquaTROLL600,B,,,,,
Compass_OWC_TR_322,WaterLevel600B,Statname,OWC,TR,AquaTROLL600,B,,,,,
Compass_OWC_TR_322,WaterLevel600B,BattV_Avg,OWC,TR,AquaTROLL600,B,,,,battery_voltage,
Compass_OWC_TR_322,WaterLevel600B,Barometric_Pressure600B,OWC,TR,AquaTROLL600,B,,,,gw_bar_pressure,
Compass_OWC_TR_322,WaterLevel600B,Temperature600B,OWC,TR,AquaTROLL600,B,,,,gw_temperature,
Compass_OWC_TR_322,WaterLevel600B,Aquatroll_IDB(1),OWC,TR,AquaTROLL600,B,,,,,
Compass_OWC_TR_322,WaterLevel600B,Actual_Conductivity600B,OWC,TR,AquaTROLL600,B,,,,gw_act_cond,
Compass_OWC_TR_322,WaterLevel600B,Specific_Conductivity600B,OWC,TR,AquaTROLL600,B,,,,gw_spec_cond,
Compass_OWC_TR_322,WaterLevel600B,Salinity600B,OWC,TR,AquaTROLL600,B,,,,gw_salinity,
Compass_OWC_TR_322,WaterLevel600B,TDS600B,OWC,TR,AquaTROLL600,B,,,,gw_tds,
Compass_OWC_TR_322,WaterLevel600B,Water_Density600B,OWC,TR,AquaTROLL600,B,,,,gw_density,
Compass_OWC_TR_322,WaterLevel600B,Resistivity600B,OWC,TR,AquaTROLL600,B,,,,gw_resistivity,
Compass_OWC_TR_322,WaterLevel600B,pH600B,OWC,TR,AquaTROLL600,B,,,,gw_ph,
Compass_OWC_TR_322,WaterLevel600B,pH_mV600B,OWC,TR,AquaTROLL600,B,,,,gw_ph_mv,
Compass_OWC_TR_322,WaterLevel600B,pH_ORP600B,OWC,TR,AquaTROLL600,B,,,,gw_ph_orp,
Compass_OWC_TR_322,WaterLevel600B,RDO_concen600B,OWC,TR,AquaTROLL600,B,,,,gw_rdo_conc,
Compass_OWC_TR_322,WaterLevel600B,RDO_perc_sat600B,OWC,TR,AquaTROLL600,B,,,,gw_perc_sat,
Compass_OWC_TR_322,WaterLevel600B,RDO_part_Pressure600B,OWC,TR,AquaTROLL600,B,,,,gw_part_pressure,
Compass_OWC_TR_322,WaterLevel600B,Pressure600B,OWC,TR,AquaTROLL600,B,,,,gw_pressure,
Compass_OWC_TR_322,WaterLevel600B,Depth600B,OWC,TR,AquaTROLL600,B,,,,gw_depth,
Compass_OWC_TR_322,WaterLevel600B,Voltage,OWC,TR,AquaTROLL600,B,,,,gw_voltage,
Compass_OWC_TR_322,WaterLevel600B,Voltage_Ext600B,OWC,TR,AquaTROLL600,B,,,,gw_voltage_ext,
Compass_OWC_TR_322,WaterLevel600B,Battery_Int600B,OWC,TR,AquaTROLL600,B,,,,gw_battery,
,,,,,,,,,,,
Compass_OWC_TR_322,WaterLevel600C,RECORD,OWC,TR,AquaTROLL600,C,,,,,
Compass_OWC_TR_322,WaterLevel600C,PB,OWC,TR,AquaTROLL600,C,,,,,
Compass_OWC_TR_322,WaterLevel600C,Format,OWC,TR,AquaTROLL600,C,,,,,
Compass_OWC_TR_322,WaterLevel600C,Statname,OWC,TR,AquaTROLL600,C,,,,,
Compass_OWC_TR_322,WaterLevel600C,BattV_Avg,OWC,TR,AquaTROLL600,C,,,,battery_voltage,
Compass_OWC_TR_322,WaterLevel600C,Barometric_Pressure600C,OWC,TR,AquaTROLL600,C,,,,gw_bar_pressure,
Compass_OWC_TR_322,WaterLevel600C,Temperature600C,OWC,TR,AquaTROLL600,C,,,,gw_temperature,
Compass_OWC_TR_322,WaterLevel600C,Aquatroll_IDC(1),OWC,TR,AquaTROLL600,C,,,,,
Compass_OWC_TR_322,WaterLevel600C,Actual_Conductivity600C,OWC,TR,AquaTROLL600,C,,,,gw_act_cond,
Compass_OWC_TR_322,WaterLevel600C,Specific_Conductivity600C,OWC,TR,AquaTROLL600,C,,,,gw_spec_cond,
Compass_OWC_TR_322,WaterLevel600C,Salinity600C,OWC,TR,AquaTROLL600,C,,,,gw_salinity,
Compass_OWC_TR_322,WaterLevel600C,TDS600C,OWC,TR,AquaTROLL600,C,,,,gw_tds,
Compass_OWC_TR_322,WaterLevel600C,Water_Density600C,OWC,TR,AquaTROLL600,C,,,,gw_density,
Compass_OWC_TR_322,WaterLevel600C,Resistivity600C,OWC,TR,AquaTROLL600,C,,,,gw_resistivity,
Compass_OWC_TR_322,WaterLevel600C,pH600C,OWC,TR,AquaTROLL600,C,,,,gw_ph,
Compass_OWC_TR_322,WaterLevel600C,pH_mV600C,OWC,TR,AquaTROLL600,C,,,,gw_ph_mv,
Compass_OWC_TR_322,WaterLevel600C,pH_ORP600C,OWC,TR,AquaTROLL600,C,,,,gw_ph_orp,
Compass_OWC_TR_322,WaterLevel600C,RDO_concen600C,OWC,TR,AquaTROLL600,C,,,,gw_rdo_conc,
Compass_OWC_TR_322,WaterLevel600C,RDO_perc_sat600C,OWC,TR,AquaTROLL600,C,,,,gw_perc_sat,
Compass_OWC_TR_322,WaterLevel600C,RDO_part_Pressure600C,OWC,TR,AquaTROLL600,C,,,,gw_part_pressure,
Compass_OWC_TR_322,WaterLevel600C,Pressure600C,OWC,TR,AquaTROLL600,C,,,,gw_pressure,
Compass_OWC_TR_322,WaterLevel600C,Depth600C,OWC,TR,AquaTROLL600,C,,,,gw_depth,
Compass_OWC_TR_322,WaterLevel600C,Voltage,OWC,TR,AquaTROLL600,C,,,,gw_voltage,
Compass_OWC_TR_322,WaterLevel600C,Voltage_Ext600C,OWC,TR,AquaTROLL600,C,,,,gw_voltage_ext,
Compass_OWC_TR_322,WaterLevel600C,Battery_Int600C,OWC,TR,AquaTROLL600,C,,,,gw_battery,
,,,,,,,,,,,
Compass_OWC_UP_323,CheckTable,Format,OWC,UP,Datalogger,323,,,,,
Compass_OWC_UP_323,CheckTable,RECORD,OWC,UP,Datalogger,323,,,,,
Compass_OWC_UP_323,CheckTable,BattV,OWC,UP,Datalogger,323,,,,battery_voltage,
Compass_OWC_UP_323,CheckTable,SolarV,OWC,UP,Datalogger,323,,,,solar_voltage,
Compass_OWC_UP_323,CheckTable,Batt_CHECK,OWC,UP,Datalogger,323,,,,,
Compass_OWC_UP_323,CheckTable,Solar_CHECK,OWC,UP,Datalogger,323,,,,,
Compass_OWC_UP_323,CheckTable,Flag({1:14}),OWC,UP,Datalogger,323,,,,,
Compass_OWC_UP_323,CheckTable,Statname,OWC,UP,Datalogger,323,,,,,
Compass_OWC_UP_323,CheckTable,PB,OWC,UP,Datalogger,323,,,,,
,,,,,,,,,,,
Compass_OWC_UP_323,SapflowA,RECORD,OWC,UP,Sapflow,A,,,,,
Compass_OWC_UP_323,SapflowA,PB,OWC,UP,Sapflow,A,,,,,
Compass_OWC_UP_323,SapflowA,Format,OWC,UP,Sapflow,A,,,,,
Compass_OWC_UP_323,SapflowA,Statname,OWC,UP,Sapflow,A,,,,,
Compass_OWC_UP_323,SapflowA,BattV_Avg,OWC,UP,Sapflow,A,,,,battery_voltage,
Compass_OWC_UP_323,SapflowA,DiffVoltA_Avg({1:8}),OWC,UP,Sapflow,A,0{1:8},,,sapflow_2.5cm,
Compass_OWC_UP_323,SapflowA,DiffVoltA_Avg({9:12}),OWC,UP,Sapflow,A,,,,,
,,,,,,,,,,,
Compass_OWC_UP_323,TerosTableA,RECORD,OWC,UP,TEROS12,A,,,,,
Compass_OWC_UP_323,TerosTableA,PB,OWC,UP,TEROS12,A,,,,,
Compass_OWC_UP_323,TerosTableA,Format,OWC,UP,TEROS12,A,,,,,
Compass_OWC_UP_323,TerosTableA,Statname,OWC,UP,TEROS12,A,,,,,
Compass_OWC_UP_323,TerosTableA,BattV_Avg,OWC,UP,TEROS12,A,,,,battery_voltage,
Compass_OWC_UP_323,TerosTableA,"TerosA({1:4},1)",OWC,UP,TEROS12,A,{1:4},,,soil_vwc_10cm,
Compass_OWC_UP_323,TerosTableA,"TerosA({5:6},1)",OWC,UP,TEROS12,A,{5:6},,,soil_vwc_30cm,
Compass_OWC_UP_323,TerosTableA,"TerosA({1:4},2)",OWC,UP,TEROS12,A,{1:4},,,soil_temp_10cm,
Compass_OWC_UP_323,TerosTableA,"TerosA({5:6},2)",OWC,UP,TEROS12,A,{5:6},,,soil_temp_30cm,
Compass_OWC_UP_323,TerosTableA,"TerosA({1:4},3)",OWC,UP,TEROS12,A,{1:4},,,soil_EC_10cm,
Compass_OWC_UP_323,TerosTableA,"TerosA({5:6},3)",OWC,UP,TEROS12,A,{5:6},,,soil_EC_30cm,
,,,,,,,,,,,
Compass_OWC_UP_323,WaterLevel600A,RECORD,OWC,WTE,AquaTROLL600,A,,,,,
Compass_OWC_UP_323,WaterLevel600A,PB,OWC,WTE,AquaTROLL600,A,,,,,
Compass_OWC_UP_323,WaterLevel600A,Format,OWC,WTE,AquaTROLL600,A,,,,,
Compass_OWC_UP_323,WaterLevel600A,Statname,OWC,WTE,AquaTROLL600,A,,,,,
Compass_OWC_UP_323,WaterLevel600A,BattV_Avg,OWC,WTE,AquaTROLL600,A,,,,battery_voltage,
Compass_OWC_UP_323,WaterLevel600A,Barometric_Pressure600A,OWC,WTE,AquaTROLL600,A,,,,gw_bar_pressure,
Compass_OWC_UP_323,WaterLevel600A,Temperature600A,OWC,WTE,AquaTROLL600,A,,,,gw_temperature,
Compass_OWC_UP_323,WaterLevel600A,Aquatroll_IDA(1),OWC,WTE,AquaTROLL600,A,,,,,
Compass_OWC_UP_323,WaterLevel600A,Actual_Conductivity600A,OWC,WTE,AquaTROLL600,A,,,,gw_act_cond,
Compass_OWC_UP_323,WaterLevel600A,Specific_Conductivity600A,OWC,WTE,AquaTROLL600,A,,,,gw_spec_cond,
Compass_OWC_UP_323,WaterLevel600A,Salinity600A,OWC,WTE,AquaTROLL600,A,,,,gw_salinity,
Compass_OWC_UP_323,WaterLevel600A,TDS600A,OWC,WTE,AquaTROLL600,A,,,,gw_tds,
Compass_OWC_UP_323,WaterLevel600A,Water_Density600A,OWC,WTE,AquaTROLL600,A,,,,gw_density,
Compass_OWC_UP_323,WaterLevel600A,Resistivity600A,OWC,WTE,AquaTROLL600,A,,,,gw_resistivity,
Compass_OWC_UP_323,WaterLevel600A,pH600A,OWC,WTE,AquaTROLL600,A,,,,gw_ph,
Compass_OWC_UP_323,WaterLevel600A,pH_mV600A,OWC,WTE,AquaTROLL600,A,,,,gw_ph_mv,
Compass_OWC_UP_323,WaterLevel600A,pH_ORP600A,OWC,WTE,AquaTROLL600,A,,,,gw_ph_orp,
Compass_OWC_UP_323,WaterLevel600A,RDO_concen600A,OWC,WTE,AquaTROLL600,A,,,,gw_rdo_conc,
Compass_OWC_UP_323,WaterLevel600A,RDO_perc_sat600A,OWC,WTE,AquaTROLL600,A,,,,gw_perc_sat,
Compass_OWC_UP_323,WaterLevel600A,RDO_part_Pressure600A,OWC,WTE,AquaTROLL600,A,,,,gw_part_pressure,
Compass_OWC_UP_323,WaterLevel600A,Pressure600A,OWC,WTE,AquaTROLL600,A,,,,gw_pressure,
Compass_OWC_UP_323,WaterLevel600A,Depth600A,OWC,WTE,AquaTROLL600,A,,,,gw_depth,
Compass_OWC_UP_323,WaterLevel600A,Voltage,OWC,WTE,AquaTROLL600,A,,,,gw_voltage,
Compass_OWC_UP_323,WaterLevel600A,Voltage_Ext600A,OWC,WTE,AquaTROLL600,A,,,,gw_voltage_ext,
Compass_OWC_UP_323,WaterLevel600A,Battery_Int600A,OWC,WTE,AquaTROLL600,A,,,,gw_battery,
,,,,,,,,,,,
Compass_OWC_UP_323,WaterLevel600B,RECORD,OWC,WTE,AquaTROLL600,B,,,,,
Compass_OWC_UP_323,WaterLevel600B,PB,OWC,WTE,AquaTROLL600,B,,,,,
Compass_OWC_UP_323,WaterLevel600B,Format,OWC,WTE,AquaTROLL600,B,,,,,
Compass_OWC_UP_323,WaterLevel600B,Statname,OWC,WTE,AquaTROLL600,B,,,,,
Compass_OWC_UP_323,WaterLevel600B,BattV_Avg,OWC,WTE,AquaTROLL600,B,,,,battery_voltage,
Compass_OWC_UP_323,WaterLevel600B,Barometric_Pressure600B,OWC,WTE,AquaTROLL600,B,,,,gw_bar_pressure,
Compass_OWC_UP_323,WaterLevel600B,Temperature600B,OWC,WTE,AquaTROLL600,B,,,,gw_temperature,
Compass_OWC_UP_323,WaterLevel600B,Aquatroll_IDB(1),OWC,WTE,AquaTROLL600,B,,,,,
Compass_OWC_UP_323,WaterLevel600B,Actual_Conductivity600B,OWC,WTE,AquaTROLL600,B,,,,gw_act_cond,
Compass_OWC_UP_323,WaterLevel600B,Specific_Conductivity600B,OWC,WTE,AquaTROLL600,B,,,,gw_spec_cond,
Compass_OWC_UP_323,WaterLevel600B,Salinity600B,OWC,WTE,AquaTROLL600,B,,,,gw_salinity,
Compass_OWC_UP_323,WaterLevel600B,TDS600B,OWC,WTE,AquaTROLL600,B,,,,gw_tds,
Compass_OWC_UP_323,WaterLevel600B,Water_Density600B,OWC,WTE,AquaTROLL600,B,,,,gw_density,
Compass_OWC_UP_323,WaterLevel600B,Resistivity600B,OWC,WTE,AquaTROLL600,B,,,,gw_resistivity,
Compass_OWC_UP_323,WaterLevel600B,pH600B,OWC,WTE,AquaTROLL600,B,,,,gw_ph,
Compass_OWC_UP_323,WaterLevel600B,pH_mV600B,OWC,WTE,AquaTROLL600,B,,,,gw_ph_mv,
Compass_OWC_UP_323,WaterLevel600B,pH_ORP600B,OWC,WTE,AquaTROLL600,B,,,,gw_ph_orp,
Compass_OWC_UP_323,WaterLevel600B,RDO_concen600B,OWC,WTE,AquaTROLL600,B,,,,gw_rdo_conc,
Compass_OWC_UP_323,WaterLevel600B,RDO_perc_sat600B,OWC,WTE,AquaTROLL600,B,,,,gw_perc_sat,
Compass_OWC_UP_323,WaterLevel600B,RDO_part_Pressure600B,OWC,WTE,AquaTROLL600,B,,,,gw_part_pressure,
Compass_OWC_UP_323,WaterLevel600B,Pressure600B,OWC,WTE,AquaTROLL600,B,,,,gw_pressure,
Compass_OWC_UP_323,WaterLevel600B,Depth600B,OWC,WTE,AquaTROLL600,B,,,,gw_depth,
Compass_OWC_UP_323,WaterLevel600B,Voltage,OWC,WTE,AquaTROLL600,B,,,,gw_voltage,
Compass_OWC_UP_323,WaterLevel600B,Voltage_Ext600B,OWC,WTE,AquaTROLL600,B,,,,gw_voltage_ext,
Compass_OWC_UP_323,WaterLevel600B,Battery_Int600B,OWC,WTE,AquaTROLL600,B,,,,gw_battery,
,,,,,,,,,,,
Compass_OWC_UP_323,WaterLevel600C,RECORD,OWC,WTE,AquaTROLL600,C,,,,,
Compass_OWC_UP_323,WaterLevel600C,PB,OWC,WTE,AquaTROLL600,C,,,,,
Compass_OWC_UP_323,WaterLevel600C,Format,OWC,WTE,AquaTROLL600,C,,,,,
Compass_OWC_UP_323,WaterLevel600C,Statname,OWC,WTE,AquaTROLL600,C,,,,,
Compass_OWC_UP_323,WaterLevel600C,BattV_Avg,OWC,WTE,AquaTROLL600,C,,,,battery_voltage,
Compass_OWC_UP_323,WaterLevel600C,Barometric_Pressure600C,OWC,WTE,AquaTROLL600,C,,,,gw_bar_pressure,
Compass_OWC_UP_323,WaterLevel600C,Temperature600C,OWC,WTE,AquaTROLL600,C,,,,gw_temperature,
Compass_OWC_UP_323,WaterLevel600C,Aquatroll_IDC(1),OWC,WTE,AquaTROLL600,C,,,,,
Compass_OWC_UP_323,WaterLevel600C,Actual_Conductivity600C,OWC,WTE,AquaTROLL600,C,,,,gw_act_cond,
Compass_OWC_UP_323,WaterLevel600C,Specific_Conductivity600C,OWC,WTE,AquaTROLL600,C,,,,gw_spec_cond,
Compass_OWC_UP_323,WaterLevel600C,Salinity600C,OWC,WTE,AquaTROLL600,C,,,,gw_salinity,
Compass_OWC_UP_323,WaterLevel600C,TDS600C,OWC,WTE,AquaTROLL600,C,,,,gw_tds,
Compass_OWC_UP_323,WaterLevel600C,Water_Density600C,OWC,WTE,AquaTROLL600,C,,,,gw_density,
Compass_OWC_UP_323,WaterLevel600C,Resistivity600C,OWC,WTE,AquaTROLL600,C,,,,gw_resistivity,
Compass_OWC_UP_323,WaterLevel600C,pH600C,OWC,WTE,AquaTROLL600,C,,,,gw_ph,
Compass_OWC_UP_323,WaterLevel600C,pH_mV600C,OWC,WTE,AquaTROLL600,C,,,,gw_ph_mv,
Compass_OWC_UP_323,WaterLevel600C,pH_ORP600C,OWC,WTE,AquaTROLL600,C,,,,gw_ph_orp,
Compass_OWC_UP_323,WaterLevel600C,RDO_concen600C,OWC,WTE,AquaTROLL600,C,,,,gw_rdo_conc,
Compass_OWC_UP_323,WaterLevel600C,RDO_perc_sat600C,OWC,WTE,AquaTROLL600,C,,,,gw_perc_sat,
Compass_OWC_UP_323,WaterLevel600C,RDO_part_Pressure600C,OWC,WTE,AquaTROLL600,C,,,,gw_part_pressure,
Compass_OWC_UP_323,WaterLevel600C,Pressure600C,OWC,WTE,AquaTROLL600,C,,,,gw_pressure,
Compass_OWC_UP_323,WaterLevel600C,Depth600C,OWC,WTE,AquaTROLL600,C,,,,gw_depth,
Compass_OWC_UP_323,WaterLevel600C,Voltage,OWC,WTE,AquaTROLL600,C,,,,gw_voltage,
Compass_OWC_UP_323,WaterLevel600C,Voltage_Ext600C,OWC,WTE,AquaTROLL600,C,,,,gw_voltage_ext,
Compass_OWC_UP_323,WaterLevel600C,Battery_Int600C,OWC,WTE,AquaTROLL600,C,,,,gw_battery,
,,,,,,,,,,,
Compass_OWC_W_321,CheckTable,Format,OWC,W,Datalogger,321,,,,,
Compass_OWC_W_321,CheckTable,RECORD,OWC,W,Datalogger,321,,,,,
Compass_OWC_W_321,CheckTable,BattV,OWC,W,Datalogger,321,,,,battery_voltage,
Compass_OWC_W_321,CheckTable,SolarV,OWC,W,Datalogger,321,,,,solar_voltage,
Compass_OWC_W_321,CheckTable,Batt_CHECK,OWC,W,Datalogger,321,,,,,
Compass_OWC_W_321,CheckTable,Solar_CHECK,OWC,W,Datalogger,321,,,,,
Compass_OWC_W_321,CheckTable,Flag({1:14}),OWC,W,Datalogger,321,,,,,
Compass_OWC_W_321,CheckTable,Statname,OWC,W,Datalogger,321,,,,,
Compass_OWC_W_321,CheckTable,PB,OWC,W,Datalogger,321,,,,,
,,,,,,,,,,,
Compass_OWC_W_321,ClimaVue50_15min,Format,OWC,W,ClimaVUE50,A,,,,,
Compass_OWC_W_321,ClimaVue50_15min,RECORD,OWC,W,ClimaVUE50,A,,,,,
Compass_OWC_W_321,ClimaVue50_15min,SlrFD_W_Avg,OWC,W,ClimaVUE50,A,,,,wx_slr_fd15,
Compass_OWC_W_321,ClimaVue50_15min,SlrTF_MJ_Tot,OWC,W,ClimaVUE50,A,,,,wx_slr_tf15,
Compass_OWC_W_321,ClimaVue50_15min,Rain_mm_Tot,OWC,W,ClimaVUE50,A,,,,wx_rain15,
Compass_OWC_W_321,ClimaVue50_15min,WS_ms_S_WVT,OWC,W,ClimaVUE50,A,,,,wx_windspeed15,
Compass_OWC_W_321,ClimaVue50_15min,WindDir_D1_WVT,OWC,W,ClimaVUE50,A,,,,wx_winddir15,
Compass_OWC_W_321,ClimaVue50_15min,WindDir_SD1_WVT,OWC,W,ClimaVUE50,A,,,,wx_winddir_sd115,
Compass_OWC_W_321,ClimaVue50_15min,MaxWS_ms_Max,OWC,W,ClimaVUE50,A,,,,wx_maxws15,
Compass_OWC_W_321,ClimaVue50_15min,MaxWS_ms_TMx,OWC,W,ClimaVUE50,A,,,,wx_maxws_tmx15,
Compass_OWC_W_321,ClimaVue50_15min,Invalid_Wind_Tot,OWC,W,ClimaVUE50,A,,,,wx_invalid_wind15,
Compass_OWC_W_321,ClimaVue50_15min,AirT_C_Avg,OWC,W,ClimaVUE50,A,,,,wx_tempavg15,
Compass_OWC_W_321,ClimaVue50_15min,AirT_C_Max,OWC,W,ClimaVUE50,A,,,,wx_tempmax15,
Compass_OWC_W_321,ClimaVue50_15min,AirT_C_TMx,OWC,W,ClimaVUE50,A,,,,wx_temptmx15,
Compass_OWC_W_321,ClimaVue50_15min,AirT_C_Min,OWC,W,ClimaVUE50,A,,,,wx_tempmin15,
Compass_OWC_W_321,ClimaVue50_15min,AirT_C_TMn,OWC,W,ClimaVUE50,A,,,,wx_temptmn15,
Compass_OWC_W_321,ClimaVue50_15min,VP_mbar_Avg,OWC,W,ClimaVUE50,A,,,,wx_vappress15,
Compass_OWC_W_321,ClimaVue50_15min,BP_mbar,OWC,W,ClimaVUE50,A,,,,wx_barpress15,
Compass_OWC_W_321,ClimaVue50_15min,BP_mbar_Max,OWC,W,ClimaVUE50,A,,,,wx_bpmax15,
Compass_OWC_W_321,ClimaVue50_15min,BP_mbar_TMx,OWC,W,ClimaVUE50,A,,,,wx_bptmx15,
Compass_OWC_W_321,ClimaVue50_15min,BP_mbar_Min,OWC,W,ClimaVUE50,A,,,,wx_bpmin15,
Compass_OWC_W_321,ClimaVue50_15min,BP_mbar_TMn,OWC,W,ClimaVUE50,A,,,,wx_bptmn15,
Compass_OWC_W_321,ClimaVue50_15min,RH,OWC,W,ClimaVUE50,A,,,,wx_rh15,
Compass_OWC_W_321,ClimaVue50_15min,RHT_C_Avg,OWC,W,ClimaVUE50,A,,,,wx_rht15,
Compass_OWC_W_321,ClimaVue50_15min,TiltNS_deg_Avg,OWC,W,ClimaVUE50,A,,,,wx_tilt_ns15,
Compass_OWC_W_321,ClimaVue50_15min,TiltWE_deg_Avg,OWC,W,ClimaVUE50,A,,,,wx_tilt_we15,
Compass_OWC_W_321,ClimaVue50_15min,Strikes_Tot,OWC,W,ClimaVUE50,A,,,,wx_strikes15,
Compass_OWC_W_321,ClimaVue50_15min,Dist_km_Min,OWC,W,ClimaVUE50,A,,,,wx_dist_min15,
Compass_OWC_W_321,ClimaVue50_15min,Dist_km_TMn,OWC,W,ClimaVUE50,A,,,,wx_dist_tmn15,
Compass_OWC_W_321,ClimaVue50_15min,PAR_Den_C_Avg,OWC,W,ClimaVUE50,A,,,,wx_par_den15,
Compass_OWC_W_321,ClimaVue50_15min,PAR_Tot_C_Tot,OWC,W,ClimaVUE50,A,,,,wx_par_tot15,
